case_id,mach,aoa_deg,iterations,surface_rows,runtime_seconds,final_rms_rho,final_rms_rhoe,cp_min,cp_max,cp_range
mach_0p8875_aoa_p0p592,0.8875,0.5921052631578947,125,200,1.0617491860029986,-8.002737466,-2.46511608,-0.931125399834016,1.2110461316739713,2.1421715315079872
mach_0p8875_aoa_p0p822,0.8875,0.8223684210526314,123,200,1.6694236490002368,-8.037383482,-2.500053707,-0.949153244740313,1.211915009906686,2.161068254646999
mach_0p8875_aoa_p1p053,0.8875,1.0526315789473681,118,200,2.134412314000656,-8.085972409,-2.546488689,-0.9573722803395645,1.2122821471182401,2.1696544274578047
mach_0p8875_aoa_p1p283,0.8875,1.2828947368421053,132,200,1.2699058459984371,-8.022414261,-2.488020179,-0.9711423932265669,1.2121499005223861,2.183292293748953
mach_0p8875_aoa_p1p513,0.8875,1.513157894736842,114,200,1.1799902550046681,-8.033610984,-2.504764106,-0.986866968862432,1.2115347195344048,2.198401688396837
mach_0p8875_aoa_p1p743,0.8875,1.7434210526315788,119,200,1.150330459997349,-8.082199852,-2.555727912,-0.9937887553256967,1.2104526456766025,2.204241401002299
mach_0p8875_aoa_p1p974,0.8875,1.973684210526316,129,200,2.047598854995158,-8.019828481,-2.483573365,-1.0100338493210992,1.2089220247056085,2.2189558740267077
mach_0p8875_aoa_p2p204,0.8875,2.2039473684210527,125,200,2.16252163000172,-8.036763927,-2.513047815,-1.021786956206887,1.2069557707815146,2.2287427269884015
mach_0p8875_aoa_p2p434,0.8875,2.4342105263157894,127,200,1.1929883049961063,-8.055860436,-2.531713842,-1.0311724353604619,1.2045660444002657,2.2357384797607276
mach_0p8875_aoa_p2p664,0.8875,2.664473684210526,131,200,1.189316289004637,-8.02915209,-2.501857778,-1.045171555126856,1.2017606847595927,2.2469322398864486
mach_0p8875_aoa_p2p895,0.8875,2.894736842105263,143,200,2.2061084890010534,-8.060921839,-2.527709143,-1.054210136917898,1.199950545859312,2.25416068277721
mach_0p8875_aoa_p3p125,0.8875,3.125,156,200,1.3462910409944016,-8.043099378,-2.513607447,-1.0656957867076884,1.2020175799157062,2.2677133666233944
