"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
186, 9.584699869160000e-01, 5.878077433056352e-03, 1.371619422295221e+00, 2.944516701145028e+02, -4.057363397448868e+01, 3.124929882134895e+05
187, 9.645400047300000e-01, 5.038225493362627e-03, 1.378533897941938e+00, 2.922263108190870e+02, -4.057662181690932e+01, 3.138404868981969e+05
188, 9.701499938960000e-01, 4.256268552403566e-03, 1.385789779735326e+00, 2.898284157782812e+02, -4.053020601341854e+01, 3.152534049046231e+05
189, 9.752799868580000e-01, 3.536324145770189e-03, 1.393417534304831e+00, 2.872140991953881e+02, -4.042802461038100e+01, 3.167362069081971e+05
190, 9.799500107769999e-01, 2.876826092032643e-03, 1.401520155295373e+00, 2.843447616350253e+02, -4.026263820389310e+01, 3.183094634691035e+05
191, 9.841300249100000e-01, 2.283176811071472e-03, 1.410218128993632e+00, 2.811567512103508e+02, -4.002540156233287e+01, 3.199963442319888e+05
192, 9.878399968150000e-01, 1.753609743384430e-03, 1.419632949931018e+00, 2.775310955783473e+02, -3.969720654873668e+01, 3.218174894510429e+05
193, 9.910500049590000e-01, 1.293363843462116e-03, 1.430241161134739e+00, 2.733992827851330e+02, -3.926871254656256e+01, 3.238737554370298e+05
194, 9.937800168990000e-01, 9.004365425509819e-04, 1.441968043667027e+00, 2.680705699377664e+02, -3.863902588732751e+01, 3.261141105479969e+05
195, 9.960200190539999e-01, 5.769983605901485e-04, 1.457594148745567e+00, 2.618168430177938e+02, -3.784688334478255e+01, 3.291607156444089e+05
196, 9.977599978450000e-01, 3.251111630156300e-04, 1.480079514724522e+00, 2.521263405530344e+02, -3.652832695568958e+01, 3.335382935900362e+05
197, 9.990000128750000e-01, 1.452537504052920e-04, 1.495716952207590e+00, 2.306177994903444e+02, -3.346614897908697e+01, 3.359183665547374e+05
198, 9.997500181200000e-01, 3.632896519016437e-05, 1.647139692692317e+00, 2.179554730164736e+02, -3.165925748996400e+01, 3.684211899139000e+05
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.533095258463372e+00, 0.000000000000000e+00, 6.967890955084443e+00, 3.390012785358757e+05
